WB_ID,WB_KEY,WB_UPDATED,WB_STATUS,WB_TITLE,WB_GUESS1,WB_GUESS2,WB_GUESS3,WB_SCORE,NAME,NAME_LOCAL,NAME_ALT,WOE_NAME,GN_NAME,REGION
naturalEarth.2652,Gostivar|Macedonia,7/21/2014 16:50:11,V,Gostivar Municipality,Gostivar Municipality,Gostivar,Gradski stadion Gostivar,8.435653298,Gostivar,,,Gostivar,Opstina Gostivar,Polog
naturalEarth.1924,Caserta|Italy,7/21/2014 16:49:26,V,Province of Caserta,Province of Caserta,Caserta,Palace of Caserta,8.435271451,Caserta,,Campanha|Campanie|Kampanien,Caserta,Provincia di Caserta,Campania
naturalEarth.935,Médéa|Algeria,7/21/2014 16:48:14,V,Médéa Province,Médéa Province,Médéa,Médéa District,8.428432517,Médéa,ولاية المدية,El Mediyya|Lemdiyya,Médéa,Wilaya de Medea,
naturalEarth.3551,Thiès|Senegal,7/21/2014 16:51:07,V,Thiès Region,Thiès Region,Thiès,Thiès Department,8.427135691,Thiès,,,Thiès,Region de Thies,
naturalEarth.4132,Malatya|Turkey,7/21/2014 16:51:42,V,Malatya Province,Malatya Province,Malatya,Malatya Erhaç Airport,8.425438613,Malatya,,,Malatya,Malatya,
naturalEarth.2012,Mafraq|Jordan,7/21/2014 16:49:36,V,Mafraq Governorate,Mafraq Governorate,Mafraq,"Mafraq, Saudi Arabia",8.425052484,Mafraq,,,Mafraq,Al Mafraq,
naturalEarth.378,Razgrad|Bulgaria,7/21/2014 16:47:36,V,Razgrad Province,Razgrad Province,Razgrad,Razgrad Municipality,8.420383039,Razgrad,Разград,,Razgrad,Oblast Razgrad,
naturalEarth.4143,Sivas|Turkey,7/21/2014 16:51:42,V,Sivas Province,Sivas Province,Sivas,Sivas Airport,8.41795665,Sivas,,,Sivas,Sivas,
naturalEarth.4614,Hadramawt|Yemen,7/21/2014 16:52:06,V,Hadhramaut Governorate,Hadhramaut Governorate,Hadhramaut,Banu Kathir,8.415846808,Hadramawt,حضرموت,Hadhramaut|Hadhramawt|Hadhramout|HadramautHadramout,Hadramawt,Muhafazat Hadramawt,
naturalEarth.3443,Belgorod|Russia,7/21/2014 16:50:56,V,Belgorod Oblast,Belgorod Oblast,Belgorod,"Livenka, Belgorod Oblast",8.414686829,Belgorod,Белгородская область,Belgorodskaya Oblast,Belgorod,Belgorodskaya Oblast',Central
naturalEarth.1501,Kissidougou|Guinea,7/21/2014 16:48:56,V,Kissidougou Prefecture,Kissidougou Prefecture,Kissidougou,Kissidougou Airport,8.413484806,Kissidougou,,,Faranah,Prefecture de Kissidougou,Faranah
naturalEarth.2246,Sabha|Libya,7/21/2014 16:49:50,V,Sabha District,Sabha District,"Sabha, Libya",Sabha Airport,8.411764726,Sabha,,"Sabhah, Sebha",Sabha,Sha`biyat Sabha,
naturalEarth.3506,Tabuk|Saudi Arabia,7/21/2014 16:51:03,V,Tabuk Region,Tabuk Region,"Tabuk, Saudi Arabia",Tabuk Regional Airport,8.411542826,Tabuk,,Tabouk,Tabuk,Mintaqat Tabuk,
naturalEarth.2024,Hiroshima|Japan,7/21/2014 16:49:36,V,Hiroshima Prefecture,Hiroshima Prefecture,Hiroshima,Prefectural University of Hiroshima,8.410353648,Hiroshima,広島県,Hirosima,Hiroshima,Hiroshima-ken,Chugoku
naturalEarth.1955,Ancona|Italy,7/21/2014 16:49:29,V,Province of Ancona,Province of Ancona,Ancona,Ancona Falconara Airport,8.40975038,Ancona,,Marches|Marca,Ancona,Provincia di Ancona,Marche
naturalEarth.2606,Veles|Macedonia,7/21/2014 16:50:09,V,Veles Municipality,Veles Municipality,Veles (city),Veles (god),8.409067757,Veles,,,Veles,Opstina Veles,Vardar
naturalEarth.4406,Paysandú|Uruguay,7/21/2014 16:51:52,V,Paysandú Department,Paysandú Department,Paysandú,Departamento de Ciências Agrárias,8.40590404,Paysandú,,,Paysandú,Departamento de Paysandu,
naturalEarth.4299,Moroto|Uganda,7/21/2014 16:51:46,V,Moroto District,Moroto District,Moroto Town,Roman Catholic Diocese of Moroto,8.404242437,Moroto,,,Moroto,Moroto District,Northern
naturalEarth.3448,Tambov|Russia,7/21/2014 16:50:56,V,Tambov Oblast,Tambov Oblast,Tambov,Tambov Donskoye Airport,8.401917189,Tambov,Тамбовская область,Tambovskaya Oblast,Tambov,Tambovskaya Oblast',Central
naturalEarth.4577,Tafea|Vanuatu,7/21/2014 16:52:03,V,Tafea Province,Tafea Province,Tafea F.C.,,8.39538462,Tafea,,,Tafea,Tafea Province,
naturalEarth.1902,Sassari|Italy,7/21/2014 16:49:23,V,Province of Sassari,Province of Sassari,Sassari,University of Sassari,8.391687047,Sassari,,Cerdeña|Sardenha,Sassari,Provincia di Sassari,Sardegna
naturalEarth.1193,Saône-et-Loire|France,7/21/2014 16:48:38,V,Burgundy,Burgundy,Saône-et-Loire,Juan de Borgoña,8.385007708,Saône-et-Loire,,Borgoña|Burgundy,Saône-et-Loire,Departement de Saone-et-Loire,Bourgogne
naturalEarth.4104,Tataouine|Tunisia,7/21/2014 16:51:41,V,Tataouine Governorate,Tataouine Governorate,Tataouine,The Rules of the Game,8.381002812,Tataouine,,Foum Tataouine|Tatahouine|Tatuine|Taţāwīn,Tataouine,Gouvernorat de Tataouine,
naturalEarth.980,Dumyat|Egypt,7/21/2014 16:48:18,V,Damietta Governorate,Damietta Governorate,Damietta,Dumyat,8.380603472,Dumyat,,Damietta|Damiette|Dumiāt,Dumyat,Muhafazat Dumyat,
naturalEarth.937,Sétif|Algeria,7/21/2014 16:48:14,V,Sétif Province,Sétif Province,Sétif,Ain Arnat Airport,8.380144869,Sétif,ولاية سطيف,Stif,Sétif,Wilaya de Setif,
naturalEarth.4100,Sousse|Tunisia,7/21/2014 16:51:40,V,Sousse Governorate,Sousse Governorate,Sousse,Susa,8.379131311,Sousse,,Sousa|Sussa|Susse|Susa|Sūsah,Sousse,Gouvernorat de Sousse,
naturalEarth.530,Lhuntshi|Bhutan,7/21/2014 16:47:45,V,Lhuntse District,Lhuntse District,Lhuntse,Lhuentse Dzong,8.373333333,Lhuntshi,,Lhuentse|Lhuntsi,Lhuntshi,Lhuentse Dzongkhag,Eastern
naturalEarth.4464,Samarkand|Uzbekistan,7/21/2014 16:51:57,V,Samarqand Province,Samarqand Province,Samarkand,Samarkand International Airport,8.371736895,Samarkand,,Samarqand,Samarkand,Samarqand Viloyati,
naturalEarth.1489,Dabola|Guinea,7/21/2014 16:48:55,V,Dabola Prefecture,Dabola Prefecture,Dabola,Faranah,8.370451164,Dabola,,,Faranah,Prefecture de Dabola,Faranah
naturalEarth.1928,Salerno|Italy,7/21/2014 16:49:26,V,Province of Salerno,Province of Salerno,Salerno,Cilento,8.369470013,Salerno,,Campanha|Campanie|Kampanien,Salerno,Provincia di Salerno,Campania
naturalEarth.72,Kukës|Albania,7/21/2014 16:47:17,V,Kukës County,Kukës County,Kukës,Kukës District,8.368055552,Kukës,,Kosova|Kossovo,Kukës,Qarku i Kukesit,
naturalEarth.4144,Samsun|Turkey,7/21/2014 16:51:42,V,Samsun Province,Samsun Province,Samsun,Samsun-Çarşamba Airport,8.367986798,Samsun,,,Samsun,Samsun,
naturalEarth.2881,Neno|Malawi,7/21/2014 16:50:24,V,Neno District,Neno District,Mwanza District,Neno (footballer),8.366074179,Neno,,,Mwanza,Neno District,Southern
naturalEarth.4170,Bayburt|Turkey,7/21/2014 16:51:43,V,Bayburt Province,Bayburt Province,Bayburt,List of populated places in Bayburt Province,8.36213991,Bayburt,,,Bayburt,Bayburt,
naturalEarth.250,Zəngilan|Azerbaijan,7/21/2014 16:47:29,V,Zangilan District,Zangilan District,Zəngilan,,8.36160441,Zəngilan,,Zangilan,Zangilan,Zangilan Rayon,Kalbajar-Lachin Economic Region
naturalEarth.3390,Satu Mare|Romania,7/21/2014 16:50:50,V,Satu Mare County,Satu Mare County,Satu Mare,Satu Mare metropolitan area,8.360704443,Satu Mare,,,Satu Mare,Judetul Satu Mare,
naturalEarth.2507,Soroca|Moldova,7/21/2014 16:50:04,V,Soroca District,Soroca District,Soroca,Soroca County,8.360634772,Soroca,,,Soroca,Raionul Soroca,
naturalEarth.2323,Utenos|Lithuania,7/21/2014 16:49:54,V,Utena County,Utena County,Utena,Utena District Municipality,8.357983475,Utenos,,Utena,Utenos,Utenos Apskritis,
naturalEarth.3439,Orel|Russia,7/21/2014 16:50:55,V,Oryol Oblast,Oryol Oblast,Oryol,List of Russian federal subjects by GRP,8.348372029,Orel,Орловская область,Orlovskaya|Or'ol|Oryol|Orlovskaya Oblast,Orel,Orlovskaya Oblast',Central
naturalEarth.4162,Gaziantep|Turkey,7/21/2014 16:51:43,V,Gaziantep Province,Gaziantep Province,Gaziantep,Oğuzeli Airport,8.347322702,Gaziantep,,,Gaziantep,Gaziantep,
naturalEarth.1961,Terni|Italy,7/21/2014 16:49:29,V,Province of Terni,Province of Terni,Terni,Terni railway station,8.347239182,Terni,,Ombrie|Umbrien,Terni,Provincia di Terni,Umbria
naturalEarth.2637,Negotino|Macedonia,7/21/2014 16:50:11,V,Negotino Municipality,Negotino Municipality,Negotino,FK Vardar Negotino,8.344881108,Negotino,,,Negotino,Opstina Negotino,Vardar
naturalEarth.108,Ajman|United Arab Emirates,7/21/2014 16:47:19,V,Ajman,Ajman,Ajman (city),Ajman Club,8.34154871,Ajman,,`Adjmân|Ajmã|`Ajmān,Ajman,`Ajman,
naturalEarth.4135,Kayseri|Turkey,7/21/2014 16:51:42,V,Kayseri Province,Kayseri Province,Kayseri,Erkilet International Airport,8.340796024,Kayseri,,,Kayseri,Kayseri,
naturalEarth.2920,Zinder|Niger,7/21/2014 16:50:25,V,Zinder Region,Zinder Region,Zinder,Sultanate of Damagaram,8.340782136,Zinder,,,Zinder,Zinder,
naturalEarth.4120,Kastamonu|Turkey,7/21/2014 16:51:41,V,Kastamonu Province,Kastamonu Province,Kastamonu,Kastamonu Airport,8.336986318,Kastamonu,,,Kastamonu,Kastamonu,
naturalEarth.4082,Tozeur|Tunisia,7/21/2014 16:51:38,V,Tozeur Governorate,Tozeur Governorate,Tozeur,Tozeur–Nefta International Airport,8.330010983,Tozeur,,Tawzar|Touzar|Tūzar,Tozeur,Gouvernorat de Tozeur,
naturalEarth.70,Fier|Albania,7/21/2014 16:47:16,V,Fier County,Fier County,Fier,Fier District,8.329629622,Fier,,,Fier,Qarku i Fierit,
naturalEarth.1991,Padova|Italy,7/21/2014 16:49:33,V,Province of Padua,Province of Padua,Padua,University of Padua,8.32837319,Padova,,Padua|Venecia|Venetia|Venezia Euganea,Padova,Provincia di Padova,Veneto
naturalEarth.4365,Kirovohrad|Ukraine,7/21/2014 16:51:50,V,Kirovohrad Oblast,Kirovohrad Oblast,Kirovohrad,Oblast,8.314923229,Kirovohrad,,Kirovograd|Kirovogradskaya Oblast',Kirovohrad,Kirovohrads'ka Oblast',
naturalEarth.1512,Nzérékoré|Guinea,7/21/2014 16:48:56,V,Nzérékoré Prefecture,Nzérékoré Prefecture,Nzérékoré,Nzérékoré Region,8.307692327,Nzérékoré,,,Nzérékoré,Nzerekore Prefecture,Nzérékoré
naturalEarth.3446,Penza|Russia,7/21/2014 16:50:56,V,Penza Oblast,Penza Oblast,Penza,Penza Airport,8.302381185,Penza,Пензенская область,Penzenskaya Oblast,Penza,Penzenskaya Oblast',Volga
naturalEarth.1504,Kouroussa|Guinea,7/21/2014 16:48:56,V,Kouroussa Prefecture,Kouroussa Prefecture,Kouroussa,Kankan,8.299022627,Kouroussa,,,Kankan,Prefecture de Kouroussa,Kankan
naturalEarth.2020,Madaba|Jordan,7/21/2014 16:49:36,V,Madaba Governorate,Madaba Governorate,Madaba,Madaba Map,8.29471376,Madaba,,,Madaba,Muhafazat Madaba,
naturalEarth.2115,Kândal|Cambodia,7/21/2014 16:49:43,V,Kandal Province,Kandal Province,ISO 3166-2:KH,List of FIPS region codes (A–C),8.291250012,Kândal,,Kandaal,Kândal,Khett Kandal,
naturalEarth.4147,Erzurum|Turkey,7/21/2014 16:51:42,V,Erzurum Province,Erzurum Province,Erzurum,Erzurum Airport,8.290123448,Erzurum,,,Erzurum,Erzurum,
naturalEarth.1500,Kindia|Guinea,7/21/2014 16:48:56,V,Kindia Prefecture,Kindia Prefecture,Kindia,Kindia Region,8.289188515,Kindia,,,Kindia,Prefecture de Kindia,Kindia
naturalEarth.3914,Aleppo|Syria,7/21/2014 16:51:26,V,Aleppo Governorate,Aleppo Governorate,Aleppo,Kafr Halab,8.288249206,Aleppo,,Aleppo|Alep|Alepo|Haleb|Ḥalab,Aleppo (Halab),Muhafazat Halab,
naturalEarth.4130,Elazig|Turkey,7/21/2014 16:51:42,V,Elazığ Province,Elazığ Province,Karakoçan,Elâzığ,8.286034556,Elazig,,Elazığ,Elazig,Elazig,
naturalEarth.986,Al Minya|Egypt,7/21/2014 16:48:19,V,Minya Governorate,Minya Governorate,"Minya, Egypt",El Minya FC,8.284012684,Al Minya,,Minia|Minieh|Menia|Minya,Al Minya,Muhafazat al Minya,
naturalEarth.4138,Amasya|Turkey,7/21/2014 16:51:42,V,Amasya Province,Amasya Province,Amasya,Peace of Amasya,8.283980563,Amasya,,,Amasya,Amasya,
naturalEarth.961,Pastaza|Ecuador,7/21/2014 16:48:16,V,Pastaza Province,Pastaza Province,"Mera, Pastaza",Pastaza River,8.281897905,Pastaza,,,Pastaza,Provincia del Pastaza,
naturalEarth.3429,Kostroma|Russia,7/21/2014 16:50:53,V,Kostroma Oblast,Kostroma Oblast,Kostroma,Kostroma River,8.273219293,Kostroma,Костромская область,Kostromskaya,Kostroma,Kostromskaya Oblast',Central
naturalEarth.1508,Macenta|Guinea,7/21/2014 16:48:56,V,Macenta Prefecture,Macenta Prefecture,Macenta,Nzérékoré Region,8.268412483,Macenta,,,Nzérékoré,Prefecture de Macenta,Nzérékoré
naturalEarth.919,Tizi Ouzou|Algeria,7/21/2014 16:48:12,V,Tizi Ouzou Province,Tizi Ouzou Province,Tizi Ouzou,Stade 1er Novembre 1954 (Tizi Ouzou),8.267210912,Tizi Ouzou,ولاية غليزان,Tizi-ouzou|Tizi Wezzu,Tizi Ouzou,Wilaya de Tizi Ouzou,
naturalEarth.3679,Kranjska Gora|Slovenia,7/21/2014 16:51:14,V,Municipality of Kranjska Gora,Municipality of Kranjska Gora,Kranjska Gora,"Srednji Vrh, Kranjska Gora",8.263935237,Kranjska Gora,,,,Obcina Kranjska Gora,Gorenjska
naturalEarth.3385,Cluj|Romania,7/21/2014 16:50:50,V,Cluj County,Cluj County,Cluj-Napoca,"Râșca, Cluj",8.261379282,Cluj,,Klausenburg,Cluj,Judetul Cluj,
naturalEarth.4099,Kairouan|Tunisia,7/21/2014 16:51:40,V,Kairouan Governorate,Kairouan Governorate,Kairouan,KAIR,8.260952712,Kairouan,,Al Qayrawān|Al Qīrwān|Qairouân|Kairuã|Kairouwan,Kairouan,Gouvernorat de Kairouan,
naturalEarth.3332,Coimbra|Portugal,7/21/2014 16:50:47,V,Coimbra District,Coimbra District,Coimbra,Coimbra Municipality,8.258204319,Coimbra,,,Coimbra,Distrito de Coimbra,Centro
naturalEarth.3424,Bryansk|Russia,7/21/2014 16:50:53,V,Bryansk Oblast,Bryansk Oblast,Bryansk,Bryansk International Airport,8.258198304,Bryansk,Брянская область,Bryanskaya Oblast,Bryansk,Bryanskaya Oblast',Central
naturalEarth.4279,Bundibugyo|Uganda,7/21/2014 16:51:46,V,Bundibugyo District,Bundibugyo District,Bundibugyo,,8.255000036,Bundibugyo,,,Bundibugyo,Bundibugyo District,Western
naturalEarth.4355,Chernihiv|Ukraine,7/21/2014 16:51:48,V,Chernihiv Oblast,Chernihiv Oblast,Chernihiv,Chernihiv Voivodeship,8.253465285,Chernihiv,,Chernigov|Tschernigow,Chernihiv,Chernihivs'ka Oblast',
naturalEarth.1497,Guéckédou|Guinea,7/21/2014 16:48:56,V,Guéckédou Prefecture,Guéckédou Prefecture,Guéckédougou,Nzérékoré,8.249999985,Guéckédou,,,Nzérékoré,Prefecture de Guekedou,Nzérékoré
naturalEarth.3916,Homs (Hims)|Syria,7/21/2014 16:51:27,V,Homs Governorate,Homs Governorate,Homs,Siege of Homs,8.245145644,Homs (Hims),,Hims|Homs,Homs (Hims),Muhafazat Hims,
naturalEarth.3450,Voronezh|Russia,7/21/2014 16:50:56,V,Voronezh Oblast,Voronezh Oblast,Voronezh,Voronezh Governorate,8.243086322,Voronezh,Воронежская область,Voronezhskaya Oblast,Voronezh,Voronezhskaya Oblast',Central
naturalEarth.3535,Upper Nile|S. Sudan,7/21/2014 16:51:06,V,Upper Nile (state),Upper Nile (state),Sobat River,Ālī Qāpū,8.240769277,Upper Nile,,Upper Nile|Sobat|a`Ālī an Nīl|Nil supérieur,Upper Nile,Upper Nile,Upper Nile
naturalEarth.1881,Haifa|Israel,7/21/2014 16:49:21,V,Haifa District,Haifa District,Haifa,Battle of Haifa (1918),8.236221911,Haifa,,Hefa,Haifa,Haifa District,
naturalEarth.3431,Tver'|Russia,7/21/2014 16:50:54,V,Tver Oblast,Tver Oblast,Tver,Kalinin Nuclear Power Plant,8.233031861,Tver',Тверская область,Kalinin|Kalininskaya|Tverskaya Oblast,Tver',Tverskaya Oblast',Central
naturalEarth.3476,Novosibirsk|Russia,7/21/2014 16:51:00,V,Novosibirsk Oblast,Novosibirsk Oblast,Novosibirsk,Tolmachevo Airport,8.232001322,Novosibirsk,Новосибирская область,Novosibirskaya Oblast,Novosibirsk,Novosibirskaya Oblast',Siberian
naturalEarth.4078,San Fernando|Trinidad and Tobago,7/21/2014 16:51:37,V,"San Fernando, Trinidad and Tobago","San Fernando, Trinidad and Tobago","San Fernando, Cádiz","San Fernando, California",8.228915647,San Fernando,,,San Fernando,San Fernando,
naturalEarth.2014,Tafilah|Jordan,7/21/2014 16:49:36,V,Tafilah Governorate,Tafilah Governorate,Tafilah,"Tafilah, Yemen",8.228664103,Tafilah,,At Tafilah|Tafela|Tafileh,Tafilah,Muhafazat at Tafilah,
naturalEarth.1495,Fria|Guinea,7/21/2014 16:48:56,V,Fria Prefecture,Fria Prefecture,Fria,Fria Airport,8.227147942,Fria,,,Boke,Prefecture de Fria,Boke
naturalEarth.3683,Tolmin|Slovenia,7/21/2014 16:51:14,V,Municipality of Tolmin,Municipality of Tolmin,Tolmin,"Daber, Tolmin",8.214262557,Tolmin,,,Tolmin,Obcina Tolmin,Goriška
naturalEarth.3673,Bled|Slovenia,7/21/2014 16:51:14,V,Municipality of Bled,Municipality of Bled,Bled,Bled Gorge,8.212603583,Bled,,,Bled,Obcina Bled,Gorenjska
naturalEarth.1181,Morbihan|France,7/21/2014 16:48:36,V,Brittany (administrative region),Brittany (administrative region),Morbihan,Brittany,8.210621793,Morbihan,,Bretaña|Brittany,Morbihan,Departement du Morbihan,Bretagne
naturalEarth.76,Elbasan|Albania,7/21/2014 16:47:17,V,Elbasan County,Elbasan County,Elbasan,Elbasan District,8.209302329,Elbasan,,,Elbasan,Qarku i Elbasanit,
naturalEarth.2481,Comrat|Moldova,7/21/2014 16:50:03,V,Gagauzia,Gagauzia,Comrat,"Bugeac, Găgăuzia",8.207588464,Comrat,,Unitate Teritorială Autonoma Găgăuzia|UTAG|Găgăuzia,Găgăuzia,Unitate Teritoriala Autonoma Gagauzia,
naturalEarth.75,Berat|Albania,7/21/2014 16:47:17,V,Berat County,Berat County,Berat,Berat District,8.20631066,Berat,,,Berat,Qarku i Beratit,
naturalEarth.3425,Smolensk|Russia,7/21/2014 16:50:53,V,Smolensk Oblast,Smolensk Oblast,Smolensk,Battle of Smolensk (1812),8.203198633,Smolensk,Смоленская область,Smolenskaya Oblast,Smolensk,Smolenskaya Oblast',Central
naturalEarth.2918,Agadez|Niger,7/21/2014 16:50:25,V,Agadez Region,Agadez Region,Agadez,French exonyms,8.195876293,Agadez,,Agadès,Agadez,Agadez,
naturalEarth.3334,Porto|Portugal,7/21/2014 16:50:47,V,Porto District,Porto District,Porto,Francisco de Sá Carneiro Airport,8.188339362,Porto,,Oporto,Porto,Distrito do Porto,Norte
naturalEarth.945,Tébessa|Algeria,7/21/2014 16:48:15,V,Tébessa Province,Tébessa Province,Tébessa,Wilaya de Nouakchott,8.187873227,Tébessa,ولاية تبسة,Tbessa,Tébessa,Wilaya de Tebessa,
naturalEarth.3410,Tomsk|Russia,7/21/2014 16:50:51,V,Tomsk Oblast,Tomsk Oblast,Tomsk,Bogashevo Airport,8.186143249,Tomsk,Томская область,Tomskaya,Tomsk,Tomskaya Oblast',Siberian
naturalEarth.2325,Klaipedos|Lithuania,7/21/2014 16:49:54,V,Klaipėda County,Klaipėda County,Klaipėda,Klaipėda Region,8.184320601,Klaipedos,,Klaipėda|Memel,Klaipedos,Klaipedos Apskritis,
naturalEarth.238,Qax|Azerbaijan,7/21/2014 16:47:28,V,Qakh District,Qakh District,Qakh (city),Xeelee Sequence,8.182136368,Qax,,Qakh,Qax,Qakh Rayon,Shaki-Zaqatala Economic Region
naturalEarth.2016,Irbid|Jordan,7/21/2014 16:49:36,V,Irbid Governorate,Irbid Governorate,Irbid,Charge at Irbid,8.181571804,Irbid,,,Irbid,Irbid,
naturalEarth.1505,Labé|Guinea,7/21/2014 16:48:56,V,Labé Prefecture,Labé Prefecture,Labé,Labé Region,8.180555556,Labé,,,Labé,Labe Prefecture,Labé
naturalEarth.3586,San Salvador|El Salvador,7/21/2014 16:51:09,V,San Salvador Department,San Salvador Department,San Salvador,"Estadio Jorge ""Mágico"" González",8.179914538,San Salvador,,,San Salvador,Departamento de San Salvador,
naturalEarth.3479,Irkutsk|Russia,7/21/2014 16:51:00,V,Irkutsk Oblast,Irkutsk Oblast,Irkutsk,International Airport Irkutsk,8.178785302,Irkutsk,Иркутская область,Irkutskaya Oblast,Irkutsk,Irkutskaya Oblast',Siberian
naturalEarth.3420,Novgorod|Russia,7/21/2014 16:50:52,V,Novgorod Oblast,Novgorod Oblast,Veliky Novgorod,Novgorod Governorate,8.178127561,Novgorod,Новгородская область,Novgorodskaya Oblast,Novgorod,Novgorodskaya Oblast',Northwestern
naturalEarth.1898,La Spezia|Italy,7/21/2014 16:49:23,V,Province of La Spezia,Province of La Spezia,La Spezia,La Spezia Centrale railway station,8.177261263,La Spezia,,Lacio|Latium,La Spezia,Provincia di La Spezia,Liguria
naturalEarth.2642,Debar|Macedonia,7/21/2014 16:50:11,V,Debar Municipality,Debar Municipality,Debar,Debarment,8.17689655,Debar,,,Debar,Opstina Debar,Southwestern
naturalEarth.2018,Jarash|Jordan,7/21/2014 16:49:36,V,Jerash Governorate,Jerash Governorate,Jerash,"Jarash, Jerusalem",8.176415082,Jarash,,,Jarash,Jerash,
naturalEarth.3840,Radlje ob Dravi|Slovenia,7/21/2014 16:51:24,V,Municipality of Radlje ob Dravi,Municipality of Radlje ob Dravi,Radlje ob Dravi,"Dobrava, Radlje ob Dravi",8.165219866,Radlje ob Dravi,,,Radlje ob Dravi,Obcina Radlje ob Dravi,Koroška
naturalEarth.927,Tiaret|Algeria,7/21/2014 16:48:13,V,Tiaret Province,Tiaret Province,Tiaret,Abdelhafid Boussouf Bou Chekif Airport,8.163863068,Tiaret,ولاية تيارت,Tendouf|Tihert,Tiaret,Wilaya de Tiaret,
naturalEarth.3421,Pskov|Russia,7/21/2014 16:50:52,V,Pskov Oblast,Pskov Oblast,Pskov,Sebezhsky District,8.158011019,Pskov,Псковская область,Pskovskaya Oblast,Pskov,Pskovskaya Oblast',Northwestern
naturalEarth.4201,Chiayi|Taiwan,7/21/2014 16:51:44,V,Chiayi City,Chiayi City,Chiayi County,National Chung Cheng University,8.155419358,Chiayi,,Jiayi|Chiai,Chiayi County,Chiayi,Taiwan Province
naturalEarth.2254,Ajdabiya|Libya,7/21/2014 16:49:51,V,Ajdabiya District,Ajdabiya District,Ajdabiya,Al Wahat District,8.152542382,Ajdabiya,,Aghdabiya,Ajdabiya,Sha`biyat al Wahat,
naturalEarth.1895,Genova|Italy,7/21/2014 16:49:23,V,Province of Genoa,Province of Genoa,Genoa,Latium,8.150127228,Genova,,Lacio|Latium,Genova,Provincia di Genova,Liguria
naturalEarth.924,Mostaganem|Algeria,7/21/2014 16:48:13,V,Mostaganem Province,Mostaganem Province,Mostaganem,Mostaganem Airport,8.148921057,Mostaganem,ولاية مستغانم,Mostaghanem|Mestghanem,Mostaganem,Wilaya de Mostaganem,
naturalEarth.809,Larnaca|Cyprus,7/21/2014 16:48:04,V,Larnaca District,Larnaca District,Larnaca,Larnaca International Airport,8.14746897,Larnaca,,Larnaka|L rnax,Larnaca,Larnaca District,
naturalEarth.2970,Managua|Nicaragua,7/21/2014 16:50:28,V,Managua Department,Managua Department,Managua,Metrocentro Managua,8.145688837,Managua,,,Managua,Departamento de Managua,
naturalEarth.4161,Usak|Turkey,7/21/2014 16:51:43,V,Uşak Province,Uşak Province,Uşak,Uşak Airport,8.138352265,Usak,,Uşak,Usak,Usak,
naturalEarth.3490,Sakhalin|Russia,7/21/2014 16:51:02,V,Sakhalin Oblast,Sakhalin Oblast,Sakhalin,Sakhalin Railway,8.137355723,Sakhalin,Сахалинская область,Sakhalinskaya Oblast,Sakhalin,Sakhalinskaya Oblast',Far Eastern
naturalEarth.1813,Sligo|Ireland,7/21/2014 16:49:16,V,County Sligo,County Sligo,Sligo,Sligo GAA,8.136919612,Sligo,,Sligeach,Sligo,Sligo,Border
naturalEarth.3470,Omsk|Russia,7/21/2014 16:50:59,V,Omsk Oblast,Omsk Oblast,Omsk,Shish River,8.134122275,Omsk,Омская область,Omskaya Oblast,Omsk,Omskaya Oblast',Siberian
naturalEarth.922,Chlef|Algeria,7/21/2014 16:48:12,V,Chlef Province,Chlef Province,Chlef,"El Asnam, Bouïra",8.133604385,Chlef,ولاية الشلف,El Asnam|Orléansville|Ech Cheliff,Chlef,Wilaya de Chlef,
naturalEarth.2011,Aqaba|Jordan,7/21/2014 16:49:36,V,Aqaba Governorate,Aqaba Governorate,Aqaba,King Hussein International Airport,8.133177582,Aqaba,,Al `Aqabah,Aqaba,Muhafazat al `Aqabah,
naturalEarth.71,Shkodër|Albania,7/21/2014 16:47:16,V,Shkodër County,Shkodër County,Shkodër,Shkodër District,8.133148164,Shkodër,,Escútari|Shkodra|Skodë|Scutari,Shkodër,Qarku i Shkodres,
naturalEarth.3099,Bocas del Toro|Panama,7/21/2014 16:50:35,V,Bocas del Toro Province,Bocas del Toro Province,"Bocas del Toro ""Isla Colón"" International Airport","Miramar, Bocas del Toro",8.132470746,Bocas del Toro,,,Bocas del Toro,Provincia de Bocas del Toro,
naturalEarth.382,Varna|Bulgaria,7/21/2014 16:47:36,V,Varna Province,Varna Province,Varna,Varna Airport,8.129460206,Varna,Варна,Stalin,Varna,Varna,
naturalEarth.2082,Pavlodar|Kazakhstan,7/21/2014 16:49:40,V,Pavlodar Province,Pavlodar Province,Pavlodar,Pavlodar Airport,8.129249461,Pavlodar,,,Pavlodar,Pavlodar Oblysy,
naturalEarth.2602,Štip|Macedonia,7/21/2014 16:50:09,V,Municipality of Štip,Municipality of Štip,Štip,Stip,8.126213618,Štip,,,Štip,Opstina Stip,Eastern
naturalEarth.2590,Ohrid|Macedonia,7/21/2014 16:50:09,V,Ohrid Municipality,Ohrid Municipality,Ohrid,Battle of Ohrid,8.116553672,Ohrid,,,Ohrid,Opstina Ohrid,Southwestern
naturalEarth.405,Black Point|The Bahamas,7/21/2014 16:47:38,V,"Black Point, Bahamas","Black Point, Bahamas",Black Point (Livingston Island),Black Point (artist),8.111331017,Black Point,,,Black Point,Black Point District,
